Partner,Circuit ID,Billing Circuit ID,Deactivated Circuit ID,Client_Type,Client Name,Installation Date,Building/Hub ID,Building/Hub Name,Latitude,Longitude,Town/Location/Area,County,Region,Region Classification,Technology,Service Provider,Service Type,IP Address,VLAN
Optimax,793298499,,,,Homabay County Water And Sanitation Co Ltd,2019-11-20 00:00:00,,"Homawasco, Ground Floor, Homabay",S 00 31 43,E 034 27 45,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793298519,,,,Tom Mboya University College,2019-11-11 00:00:00,,"ICEMR Building, Homabay",S 00 31 44,E 034 27 50,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793298568,793298568,,,The Havencrest Hotel Rodi,2019-11-21 00:00:00,,"Off Rodi, Homabay",S 00 37 35,E 034 30 32,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793298518,793298518,,,Barracuda Resort,2019-11-23 00:00:00,,Mariwa Homabay,S 00 31 51,E 034 33 30,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793299798,,,,Ben Omondi Obuya,2019-11-28 00:00:00,,"Sparks, Ground Floor Homabay",S 00 32 0.6,E 034 27 27,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793298574,,,,Kanjejo Investments,2019-11-26 00:00:00,,Kalinyi Homabay,S 00 31 09,E 034 29 13,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793299825,793299825,,,James Obop Mayienga,2019-11-27 00:00:00,,Off Kadel Centre Homabay,S 00 25 28,E 035 41 14,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,717244901,717244901,,,St Lawrence Homabay Hospital,2019-12-03 00:00:00,,"Kabonde, Homabay",S 00 30 08,E 034 29 3.7,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793299848,,,,Ruma Butchery,2019-12-17 00:00:00,,"Salama Road, Homabay",S 00 32 04,E 034 27 23,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793313832,,,,Richam General Merchant,2019-12-19 00:00:00,,Opposite KCB Bank Homabay,S 00 31 31,E 034 27 34,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793382288,,,,Joel Onyang,2020-01-02 00:00:00,,"Ground Floor, Pupler Movie Shop Opposite Homabay Primary",S 00 32 1.4,E 034 27 37,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793331795,793331795,,,Ray Stores Ltd,2020-01-02 00:00:00,,"Equity Bank Building, Ground Floor Homabay",S 00 31 35,E 034 27 27,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793382313,793382313,,,Aic House Of Hope,2020-01-02 00:00:00,,Homabay Town,S 00 38 20,E 034 28 44,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,717237792,,,,Nyalkinyi Sec School,2020-03-06 00:00:00,,,S 00 31 53,E 034 29 34,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793374969,,,,Termary Health,2020-03-13 00:00:00,,,S 00 40 17,E 034 33 29,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793374920,793374920,,,Alogo Enterprises,2020-03-17 00:00:00,,,S 00 29 59,E 034 30 06,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793374589,,,,Faith Muthoni,2020-03-23 00:00:00,,,S 00 32 26,E 034 27 38.3,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793374905,793374905,,,Bhadresh Ray,2020-03-23 00:00:00,,,S 00 45 7.5,E 034 36 32,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793374862,793374862,,,Paul Ochieng Ogutu,2020-02-26 00:00:00,,"Dotcom Computers, Rodi",S 00 45 08,E 034 36 33,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793374563,,,,Lastmile Networks Ltd,2020-04-28 00:00:00,,Lambwe Homabay,S 00 33 23,E 034 20 48,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926243,,,,Miish Bookshop,2020-04-28 00:00:00,,"Ground Floor, Mama Agrrey Cyber, Homabay-Congo Road, Kabunde Junction Homabay",S 00 33 42,E 034 27 35,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926352,,,,St Paul Ligisa,2020-05-01 00:00:00,,"Principal Office, Ligisa Secondary, Langwe Olare Omoya Homabay",,,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110927649,,,,Red Knot Properties,2020-05-01 00:00:00,,"Ground Floor, Redknot Hostels Homabay",S 00 34 14,E 034 27 55,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926282,,,,Vilacom Enterprises,2020-04-28 00:00:00,,"Ground Floor, Veracom Enterprises Building, Salama road Homabay",S 00 31 50,E 034 27 27,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926407,,,,Medicins Frontiers,2020-04-07 00:00:00,,Grund Floor MSF Luore Homabay,S 00 31 47,E 034 27 44,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110927660,,,,Shankitec Tecnilogies Limited 3,2020-04-29 00:00:00,,"Home, Mariwa Homabay",S 00 36 41,E 034 33 10,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926691,,,,Linet Adhiambo,2020-05-02 00:00:00,,"Ground Floor Kogwe, Rodi Marindi Homabay",S 00 38 15,E 034 30 46,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,95043909,95043909,,,Reactivation-Hand In Hand-Homabay,2020-06-04 00:00:00,,"Second Floor Roho Singo House, Homabay",S 00 32 07,E 034 27 21,HomaBay,Homa Bay,Western & Nyanza,Normal,Ceragon,SFC,Internet,,
Optimax,793374573,,,,Agriculture Improvemrnt Support Services 1,2020-05-20 00:00:00,,"Second Floor, Ankah, Rodi Kopany",S 00 37 53,E 034 30 13,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793374574,,,,Agriculture Improvemrnt Support Services 2,2020-05-22 00:00:00,,"Off Rongo-Homabay Road, Imbo Homabay",S 00 38 14,E 034 30 46,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926321,,,,Jojen Enterprises,2020-05-24 00:00:00,,"Jojen Home, Khera Road Homabay",S 00 32 16,E 034 27 57,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926366,,,,Aiccad Homabay,2020-05-20 00:00:00,,"AICCAD, Magunga",S 00 41 12,E 034 08 55,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926427,,,,Transrail Lighting Ltd Homabay,2020-05-30 00:00:00,,"Third Floor, Luore Building Homabay",S 00 31 36,E 034 27 26,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926345,110926345,,,Videya Discount Store,,,"Luore Plaza, Homabay",S 00 36 20,E 034 29 16,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926225,,,,Zaodon Furniture Hse Ltd,,,"Residential, Homabay",S 00 32 2.23,E 034 27 22.3,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926633,,,,Maxwell Ateng,2020-05-30 00:00:00,,"Maxwel's House, Rangwe",S 00 31 46.99,E 034 34 44.28,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926692,110926692,,,George Ngala,2020-05-30 00:00:00,,"Residential, Bank Road Homabay",S 00 31 30,E 034 27 25,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926696,110926696,,,James Wakiaga,,,"God Bondo, Ariwa Road Homabay",S 00 30 22,E 034 29 59,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793469605,793469605,,,Bimaet Enterprises,2020-06-04 00:00:00,,"Total, Homabay",S 00 32 3.3,E 034 27 22.9,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926745,,,,Harrysone Etemesi - 1,,,"ICEMR, Homabay",S 00 31 44,E 034 27 50,HomaBay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110864984,,,,Eric Odhiambo Obade,,,"Second Floor, Anka Building Rodi",S 00 38 14,E 034 30 46,HomaBay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,95042318A,,,,Elizabeth Glaser Pediatric Foundation-Homabay Poc,2020-08-31 00:00:00,,"The Key Place Services, Second Floor Homabay",S 00 33 18.6,E 034 27 19.0,Homabay,Homa Bay,Western & Nyanza,Normal,Fiber,SFC,Internet,41.139.184.70,
Optimax,110912375,110912375,,,Eric Opiyo Wanga-Lte,2020-05-30 00:00:00,,Nyamila Building Pala,S 00 22 48,E 034 33 25,HomaBay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,,Internet,105.113.124.203,
Optimax,110926746,,,,Harrysone Etemesi - 2,2020-05-29 00:00:00,,"ICEMR, Homabay",S 00 31 47,E 034 27 50,HomaBay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,,Internet,105.48.143.155,
Optimax,110865014,110865014,,,Stephen Omondi Ooko,2020-06-01 00:00:00,,,S 00 32 58.0,E 034 27 10.0,HomaBay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,,Internet,,
Optimax,110865126,,,,Omuono Dennis Otieno,2020-05-30 00:00:00,,"Anka Building, Rodi",S 00 43 05,E 034 34 28,HomaBay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,,Internet,10.186.169.171,
Optimax,110865113,,,,Ochieng Ojango Elly,2020-05-31 00:00:00,,,S 00 31 26.0,E 034 28 15.0,HomaBay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,,Internet,,
Optimax,110865265,,,,Washington Ochieng,2020-05-31 00:00:00,,Got Rabuor Homabay,S 00 22 32,E 034 34 25,HomaBay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,,Internet,,
Optimax,110864799,110864799,,,Toncap Investment,2020-06-13 00:00:00,,"Sonyaco Plaza, Homabay",S 00 33 59,E 034 26 21,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,,Internet,105.50.48.98,
Optimax,110154854,,,,Janeiro Guest House,2020-09-14 00:00:00,,,S 00 44 34.0,E 034 35 39.0,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,112424916,112424916,,,Lala Secondary School,2020-10-19 00:00:00,,,S 00 45 12.0,E 034 36 24.0,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,95065918,95065918,,,Faulu Kenya,2020-12-07 00:00:00,,,S 00 31 39.0,E 034 27 23.0,Homabay,Homa Bay,Western & Nyanza,Normal,Fiber,SFC,,,
Optimax,758720230,,,,Royal Dental Clinic,2020-11-02 00:00:00,,,S 00 31 08.0,E 034 27 26.0,Homabay,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,95029155,95029155,,,Mogeni Tea Factory Limited,2017-10-23 00:00:00,,"Ikonge,Nyamira",S 00 30 45,E 035 02 10,Ikonge,Nyamira,Western & Nyanza,Normal,Radwin,SFC,Internet,,
Optimax,717065147,,,,Josiah Moriasi,2019-06-28 00:00:00,,"Ikonge Supa Resort, Off Ikonge-Chepilat Road",S 00 32 12,E 035 01 15,Ikonge,Nyamira,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,717249142,717249142,,,Outspan Technologies,2019-09-23 00:00:00,,"Outspan Technologies, Kisii-Chemosit Road, Ikonge",S 00 31 55.962,E 035 01 31.092,Ikonge,Nyamira,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793374908,,,,Liniba Business spot,2020-03-06 00:00:00,,,N 00 14 57.60,E 034 39 50.22,Imatetie,,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793382449,793382449,,,Msichana Empowerment Kuria Cbo,2020-01-30 00:00:00,,"Ikerege, Isebania",S 01 11 45,E 034 33 28,Isebania,Migori,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793381847,,,,Jenifer Jerono Chumba,2020-02-19 00:00:00,,"Immigration, Isebania",S 00 14 39,E 034 28 31,Isebania,Migori,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793369129,793369129,,,Mobile One To One Ltd Isebania,2020-02-13 00:00:00,,Isebania Town,S 01 14 20,E 034 28 43,Isebania,Migori,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793374930,,,,Pius Mwita Wangenyi,2020-02-28 00:00:00,,Isebania Town,S 01 14 29,E 034 28 34,Isebania,Migori,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,95014494,95014494,,Platinum,Kenya Commercial Bank_Isebania,,,Isebania Town,S 01 14 28.92,E 034 28 40.73,Isebania,Migori,Western & Nyanza,Normal,Ceragon,SFC,Mpls,,
Optimax,95015960,95015960,,,Kenya Plant Health Inspectorate Isebania,,,Isebania Town,S 01 14 36.08,E 034 28 32.24,Isebania,Migori,Western & Nyanza,Normal,Ceragon,SFC,Mpls,,
Optimax,95096716,95096716,,,Kenya Revenue Authority-Isebania,,,Isebania Town,S 01 14 38.2,E 034 28 31.5,Isebania,Migori,Western & Nyanza,Normal,Ceragon,SFC,Mpls,,
Optimax,748592645,748592645,,,Migori Farmers Center Ltd - Isebania,2018-07-05 00:00:00,,"Isebania-Migori Rd, Isebania Town",S 01 14 38,E 034 28 43,Isebania,Migori,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,95049953,,,,Safaricom Plc-Ro Isebania Care Desk Ceragon,2019-02-04 00:00:00,,Aurora Store Isebania,S 01 14 34,E 034 28 35,Isebania,Migori,Western & Nyanza,Normal,Ceragon,SFC,Mpls,,
Optimax,758706402,,,,Abdullahi Yussuf Mohamed,2019-04-16 00:00:00,,Isebania Town,S 01 14 19,E 034 28 46,Isebania,Migori,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,717066590,,,,Isaac Macharia Mwangi,2019-08-13 00:00:00,,Isebania Town,S 01 14 16,E 034 28 50,Isebania,Migori,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,717181861,717181861,,,Getontira Medical Centre,2019-08-23 00:00:00,,Isebania Town,S 01 14 16,E 034 28 50,Isebania,Migori,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,717078337,,,,Bwana Ni Mwema Medical Centre Ltd,2019-08-23 00:00:00,,Isebania Town,S 01 14 20,E 034 28 45,Isebania,Migori,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,717185372,,,,Lake Junction Resort Ltd,2019-09-06 00:00:00,,Isebania Town,S 01 04 58,E 034 27 46,Isebania,Migori,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,717189816,,,,Momokoro Academy,2019-09-10 00:00:00,,Isebania Town,S 01 14 19,E 034 28 49,Isebania,Migori,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793257612,793257612,,,Kesapaca Investments,2019-11-21 00:00:00,,Total Petrol Station Isebania,S 01 14 21,E 034 28 43,Isebania,Migori,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793299795,,,,Moses Njoroge Kanai,2019-11-26 00:00:00,,Isebania Town,S 01 14 30,E 034 28 40,Isebania,Migori,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793298573,793298573,,,Britim Investment,2019-12-13 00:00:00,,"Mabera, Isebania",S 01 10 35,E 034 26 45,Isebania,Migori,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,95061177,95061177,,Platinum,Equity Bank - Isebania Microwave,2020-05-06 00:00:00,,"Ground Floor, Migori-Isebania Road",S 01 14 10,E 034 28 51,Isebania,Migori,Western & Nyanza,Normal,Radwin,SFC,Mpls,,
Optimax,110926202,110926202,,,Farah Mohamed Hashi,,,"Isebania-Sirare Road, Mosque Isebania",S 01 14 9.2,E 034 28 56.5,Isebania,Migori,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926828,,,,David Gibuka Paul,,,Migori - Isebania Road,S 01 13 54.2,E 034 28 55.4,Isebania,Migori,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110865058,,,,Wanjohi Josphat Gathunga,,,Migori-Isebania Road,S 01 14 10,E 034 28 51,Isebania,Migori,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110865064,,,,Githu Joshua Kamau,,,Migori-Isebania Road,S 01 14 09,E 034 29 18,Isebania,Migori,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793464297,,,,Happy Go Limited - Isebania,2020-05-06 00:00:00,,Migori-Isebania Road,S 01 14 17,E 034 28 40,Isebania,Migori,Western & Nyanza,Normal,Fixed LTE,,Internet,,
Optimax,110865270,,,,Isaac Macharia Mwangi,2020-05-30 00:00:00,,,S 01 14 10.0,E 034 28 46.0,Isebania,Migori,Western & Nyanza,Normal,Fixed LTE,,Internet,,
Optimax,748592579,,,,Border Point Lodge Ltd,2020-11-07 00:00:00,,,S 01 14 05.0,E 034 29 03.0,Isebania,Migori,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,95003440,95003440,,,Kenya Tea Development-Itumbe Bespoke,,,,S 00 47 0.79,E 034 46 51.64,Itumbe,Kisii,Western & Nyanza,Normal,Radwin,SFC,Mpls,,
Optimax,717240449,717240449,,,Itumbe Tea Factory,2019-09-27 00:00:00,,"Ground Floor, Kenyerere",S 00 47 46.272,E 034 47 12.042,Itumbe,Kisii,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793375024,793375024,,,Agnes Oburu,2020-05-20 00:00:00,,"Itumbe-Igare Road, Itumbe",S 00 40 23.74,E 034 46 17.90,Itumbe,Kisii,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926220,,,,Ceylex Engineering Ltd,2020-05-30 00:00:00,,"Ceylex, Itumbe",S 00 47 51.63,E 034 47 0.36,Itumbe,Kisii,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110865017,,,,Thaddeus Nyabuto,,,"Residential, Itumbe",S 00 40 50.1,E 034 46 1.56,Itumbe,Kisii,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793313776,,,,Sunstan Enterprises,2020-01-24 00:00:00,,K.city,S 00 6 13.6548,E 034 45 26.206,K.city,Kisumu,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,716893215,,,,Downhill Springs Limited,2019-06-18 00:00:00,,Kaburengu Junction,N 00 34 8.408,E 034 48 11.3508,Kaburengu,,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793305116,793305116,,,M-Kopa Shop Kadongo,2019-12-23 00:00:00,,"Kadongo, Homabay- Kisumu Road",S 00 26 47,E 034 53 31,Kadongo,Kisumu,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,112423064,112423064,,,Bishop Linus Oko Girls School,2020-10-23 00:00:00,,,S 00 26 43.0,E 034 55 40.0,Kadongo,Homa Bay,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110154875,110154875,,,Kenya Achievas Sacco - Kiamokama,2020-09-23 00:00:00,,,S 00 49 42.0,E 034 53 01.0,Kaimokama,Kisii,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793374984,,,,Edith Mumbi Cheptulu,2020-03-02 00:00:00,,"Cheptulu, Kaimosi",N 00 07 38.73,E 034 51 39.73,Kaimosi,Kakamega,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,95038245,95038245,,,Small And Medium Enterprise Programme-Kaimosi,2017-09-06 00:00:00,,Kaimosi next to Jumuia Hospital,N 00 07 33.97,E 034 50 43.32,Kaimosi,Kakamega,Western & Nyanza,Normal,Ceragon,SFC,Mpls,,
Optimax,95030045,95030045,,General Support,Jumuia Hospital Kaimosi,,,Kaimosi TTC,N 00 07 34.04,E 034 50 43.3,Kaimosi,Kakamega,Western & Nyanza,Normal,Ceragon,SFC,Internet,,
Optimax,717186824,,,,Catwalk Cosmetics Limited,2019-08-27 00:00:00,,"Shamakhokho, Kaimosi",N 00 06 41.9,E 034 49 59.3,Kaimosi,Kakamega,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793299812,793299812,,,Bawomi Technologies,2019-11-27 00:00:00,,Cheptulu Kaimosi,N 00 07 38.2,E 034 51 30.5,Kaimosi,Kakamega,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,95058016,95058016,,,Nation Media Group-P2p-Kakamega Ceragon,,,Mega Mall Kakamega,N 00 16 58.9,E 034 45 17.1,Kakamega,Kakamega,Western & Nyanza,Normal,Ceragon,SFC,PTP,,
Optimax,95059523,95059523,,,Lake Victoria North Wwa,,KKM144353,Lake Victoria North Water Works Development Agency,N 00 16 35.05,E 034 45 8.6,Kakamega,Kakamega,Western & Nyanza,Normal,Fiber,SFC,Internet,,
Optimax,793382264,,,,Joseph Sikudi,2020-12-19 00:00:00,,Kakamega Town,N 00 17 15.2,E 034 45 21.8,Kakamega,Kakamega,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793382456,,,,Bajaj Electricals Limited 3,2020-01-30 00:00:00,,Kakamega,N 00 16 40.77,E 034 44 20.02,Kakamega,Kakamega,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793381780,,,,Yoshua Babu Mtira,2020-01-31 00:00:00,,kakamega,N 00 18 22.48,E 034 46 31.4,Kakamega,Kakamega,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793381785,793381785,,,Flevia Osolika,2020-02-01 00:00:00,,"Stendimanadazi, Kakamega",N 00 18 23.3,E 034 45 26.1,Kakamega,Kakamega,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793369271,793369271,,,Jjasm Mini Distillary,2020-02-03 00:00:00,,Jjasm Mini Distillers Ltd Chavakali,N 00 06 18.6,E 034 44 31.1,Kakamega,Kakamega,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793369502,793369502,,,Baldwin Enterprises Limited,2020-02-05 00:00:00,,"Planet Gardens, Kakamega",N 00 16 42.6,E 034 42 45.4,Kakamega,Kakamega,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793374844,793374844,,,Irene Widava,2020-02-05 00:00:00,,"Shinyalu, Kakamega",N 00 13 54.92,E 034 98 30.2,Kakamega,Kakamega,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793313792,,,,Abi Computers 2 -,2020-02-11 00:00:00,,"Caltech Cyber, Koyonzo",N 00 25 17,E 034 25 34,Kakamega,Kakamega,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793374837,,,,Abi Computers,2020-02-17 00:00:00,,"Restaurant, Lwandeti Kakamega",N 00 43 32.06,E 034 08 16.17,Kakamega,Kakamega,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793374849,793374849,,,Mercy Lijodi,2020-02-09 00:00:00,,"Kabras Cyber, Malava",N 00 22 34.5,E 034 51 12.6,Kakamega,Kakamega,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793374999,,,,James Konya Akhwaba,2020-02-13 00:00:00,,"Elesi, Kakamega",N 00 13 52.70,E 034 45 4.02,Kakamega,Kakamega,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793375012,,,,Jamindas Paradise Motel Limited,2020-02-25 00:00:00,,"Jamindas Paradise Motel, Kakamega",N 00 16 48.88,E 034 43 24.54,Kakamega,Kakamega,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793374931,,,,Lameck Kibeti Omingo,2020-02-28 00:00:00,,"Bekina Building, Kabras",N 00 22 37.9,E 034 50 42.8,Kakamega,Kakamega,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793374899,,,,Alfred Wanjala Ogoti - 2,2020-02-28 00:00:00,,"Classic Cyber, Kakamega",N 00 18 57.6,E 034 46 42.6,Kakamega,Kakamega,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,95023386,95023386,,,Kakamega County - Public Service Board,,KKM142427,Former Provincial HQ Kakamega,N 00 16 40,E 034 45 27.0,Kakamega,Kakamega,Western & Nyanza,Normal,Fiber,SFC,Internet,,
Optimax,95025469,95025469,,Platinum,Kenya Seed Company Ltd-Kakamega,2016-05-20 00:00:00,,,N 00 17 17.3,E 034 45 6.6,Kakamega,Kakamega,Western & Nyanza,Normal,Radwin,SFC,Mpls,,
Optimax,95026760,95026760,,Platinum,West Kenya Sugar Co. Ltd-Microwave Link2,2016-04-12 00:00:00,,,N 00 22 38.31,E 034 50 0.22,Kakamega,Kakamega,Western & Nyanza,Normal,Radwin,SFC,Internet,,
Optimax,95022798,95022798,,Platinum,Mwalimu Sacco-Kakamega,2016-04-08 00:00:00,KKM142338,Mwalimu Sacco Kakamega-Safaricom Care Centre,N 00 17 3.5,E 034 45 45 8.6,Kakamega,Kakamega,Western & Nyanza,Normal,Fiber,SFC,Mpls,,
Optimax,95099288,,,,Standard Group-Kakamega Fiber,,KKM141650,"Ambwere Plaza, Kakamega",N 00 17 11.4,E 034 46 16.7,Kakamega,Kakamega,Western & Nyanza,Normal,Fiber,SFC,Mpls,,
Optimax,95023340,95023340,,Platinum,Small And Medium Enterprise Programme Kakamega,,,,N 00 05 31.0,E 034 45 48.5,Kakamega,Kakamega,Western & Nyanza,Normal,Fiber,SFC,Mpls,,
Optimax,95024934,95024934,,Platinum,Standard Charted Bank- Kakamega,2016-07-26 00:00:00,KKM141871,Mega Mall Kakamega,N 00 16 57.3,E 034 45 17.9,Kakamega,Kakamega,Western & Nyanza,Normal,Fiber,SFC,Internet,,
Optimax,95028728,95028728,,General Support,Mt. Kenya University Trust- Kakamega,2017-02-15 00:00:00,,,N 00 16 53.7,E 034 44 45.0,Kakamega,Kakamega,Western & Nyanza,Normal,Wimax,SFC,Internet,,
Optimax,95040652,95040652,,,Catholic Diocese Of Kakamega,2017-10-17 00:00:00,KKM142471,Catholic Diocese of Kakamega,N 00 17 5.64,E 034 45 19.2,Kakamega,Kakamega,Western & Nyanza,Normal,Fiber,SFC,Internet,,
Optimax,95040653,95040653,,,Catholic Diocese Of Kakamega,2017-10-17 00:00:00,KKM142471,Catholic Diocese of Kakamega,N 00 17 5.64,E 034 45 19.2,Kakamega,Kakamega,Western & Nyanza,Normal,Fiber,SFC,Internet,,
